latitude,longitude,hour_of_day,nearby_incidents,nearby_safe_zones,lighting_density,police_proximity,crowd_density,cctv_coverage,response_speed,safety_score
13.0953,80.3253,18,1,4,77.4,62.7,57.9,52.0,81.0,98.0
12.9886,80.1705,20,3,3,60.5,81.3,89.7,61.5,87.1,66.4
13.0703,80.2285,23,4,5,55.0,92.5,64.1,73.4,97.9,43.7
13.0831,80.2607,5,2,5,55.1,81.7,61.5,65.5,96.3,85.9
12.963,80.2506,3,5,5,90.7,86.1,93.0,48.0,97.4,65.8
13.0342,80.1888,23,0,4,72.1,89.6,77.7,87.1,92.0,98.0
12.9836,80.3218,2,4,4,53.7,62.0,91.4,54.6,83.0,42.4
12.9658,80.2854,2,0,5,74.6,68.1,92.6,49.9,90.3,97.5
13.1975,80.3176,3,1,5,78.1,62.0,76.9,87.6,83.0,84.7
13.0306,80.3218,4,1,4,79.3,62.0,77.7,87.1,83.0,87.6
13.1525,80.2997,7,2,3,60.8,64.8,61.0,63.7,87.8,80.0
13.0137,80.2378,15,0,2,77.0,89.8,84.4,77.0,98.0,98.0
13.1204,80.2721,21,2,3,79.9,76.9,57.1,48.2,94.7,87.3
13.1401,80.1821,2,2,2,59.6,85.8,59.0,56.4,89.6,53.6
13.0989,80.2847,23,1,4,73.5,72.2,57.9,52.0,92.6,85.5
13.0679,80.1859,11,1,5,79.4,89.6,64.1,73.4,92.0,98.0
13.053,80.2888,7,1,5,69.9,68.1,70.6,85.6,90.3,98.0
13.0372,80.1959,12,0,4,71.3,92.3,74.1,87.9,94.2,98.0
13.1824,80.1735,3,2,5,64.7,81.3,69.8,84.6,87.1,70.5
13.1577,80.1831,13,2,4,58.6,85.8,63.5,71.6,89.6,84.5
13.1913,80.1504,13,1,5,66.9,71.9,73.3,87.6,82.5,98.0
12.9811,80.2937,12,0,4,66.8,68.1,91.4,54.6,90.3,98.0
13.1327,80.2965,5,2,2,67.7,64.8,57.7,51.0,87.8,74.3
13.1846,80.253,16,2,5,82.0,86.1,69.8,84.6,97.4,98.0
12.9953,80.1823,3,2,2,66.3,85.8,87.3,69.3,89.6,55.0
12.9666,80.1667,7,3,5,55.8,81.3,92.6,49.9,87.1,74.0
13.1353,80.1538,16,5,2,48.3,71.9,59.0,56.4,82.5,44.1
13.0936,80.1831,2,1,5,82.8,85.8,59.4,58.0,89.6,90.5
13.1605,80.3282,16,5,4,45.0,62.7,63.5,71.6,81.0,55.8
12.9849,80.1983,8,0,4,71.0,92.3,91.4,54.6,94.2,98.0
13.1488,80.2209,1,3,3,84.7,93.8,61.0,63.7,97.2,62.0
13.0004,80.1711,12,1,2,66.7,81.3,87.3,69.3,87.1,84.9
12.9909,80.1945,19,2,3,69.2,89.6,89.7,61.5,92.0,84.1
12.9911,80.2538,1,3,3,93.0,86.1,89.7,61.5,97.4,64.5
13.1536,80.2716,19,3,3,80.4,76.9,61.0,63.7,94.7,80.1
13.1163,80.1991,10,0,3,75.0,92.3,57.1,48.2,94.2,98.0
13.0808,80.1615,21,4,5,93.9,76.6,61.5,65.5,84.7,81.5
13.0397,80.2282,14,2,4,59.2,92.5,74.1,87.9,97.9,85.7
13.1693,80.1968,10,1,5,72.8,92.3,66.5,79.0,94.2,98.0
13.0481,80.1939,22,1,5,77.8,89.6,70.6,85.6,92.0,91.9
13.1541,80.342,2,5,3,47.9,64.8,61.0,63.7,79.5,33.0
13.0598,80.2733,2,2,5,54.6,76.9,67.2,80.5,94.7,70.1
13.0442,80.2614,11,3,4,62.4,81.7,74.1,87.9,96.3,71.6
13.0657,80.2332,23,3,5,54.6,92.5,64.1,73.4,97.9,53.6
13.0253,80.2358,4,3,4,63.1,89.8,77.7,87.1,98.0,57.2
13.1369,80.2582,19,3,2,92.5,81.7,59.0,56.4,96.3,76.5
13.0757,80.2893,6,1,5,80.7,68.1,61.5,65.5,90.3,98.0
13.0081,80.2904,6,0,2,66.9,68.1,84.4,77.0,90.3,98.0
13.1749,80.1843,12,3,5,56.4,85.8,66.5,79.0,89.6,73.2
13.046,80.25,8,4,5,48.6,86.1,70.6,85.6,97.4,59.0
13.0859,80.2324,20,2,5,59.7,92.5,59.4,58.0,97.9,88.7
13.1766,80.3241,12,1,5,61.1,62.0,69.8,84.6,83.0,98.0
13.1061,80.2763,11,1,4,76.0,72.2,57.1,48.6,92.6,98.0
12.9792,80.2565,12,3,4,89.2,81.7,91.4,54.6,96.3,89.1
13.185,80.1731,23,2,5,56.7,81.3,69.8,84.6,87.1,65.9
13.1069,80.2711,9,0,4,75.6,76.9,57.1,48.6,94.7,98.0
13.0337,80.1734,0,2,4,87.7,81.3,77.7,87.1,87.1,79.0
12.9848,80.2174,7,2,4,87.6,93.8,91.4,54.6,97.2,97.8
13.1485,80.1786,21,3,3,58.5,85.8,61.0,63.7,89.6,68.5
13.105,80.2884,15,0,4,65.6,68.1,57.1,48.6,90.3,98.0
13.0834,80.1913,12,2,5,84.4,89.6,61.5,65.5,92.0,97.4
13.1735,80.2284,2,2,5,91.4,92.5,66.5,79.0,97.9,82.1
13.1471,80.3291,2,5,3,50.2,62.7,61.0,63.7,81.0,33.7
12.9879,80.1909,23,1,3,59.3,89.6,89.7,61.5,92.0,72.4
13.0279,80.2516,4,3,4,57.9,86.1,77.7,87.1,97.4,56.9
13.0121,80.2339,10,0,2,78.0,92.5,84.4,77.0,97.9,98.0
13.136,80.1536,6,5,2,54.1,71.9,59.0,56.4,82.5,45.9
12.9584,80.3086,20,2,5,62.4,62.7,93.0,48.0,85.3,87.0
13.0925,80.1638,23,3,5,83.0,76.6,59.4,58.0,84.7,68.7
13.1406,80.2449,9,4,2,94.4,89.8,59.0,56.4,98.0,66.0
13.1692,80.2621,9,3,5,89.5,81.7,66.5,79.0,96.3,87.6
13.0355,80.2757,19,1,4,62.9,72.2,74.1,87.9,92.6,98.0
13.1553,80.2877,1,1,4,71.8,68.1,63.5,71.6,90.3,83.9
12.9777,80.2007,2,0,4,74.4,92.3,91.4,54.6,94.2,95.4
13.1616,80.152,7,5,4,51.2,71.9,63.5,71.6,82.5,60.9
12.9819,80.2947,10,0,4,76.7,68.1,91.4,54.6,90.3,98.0
13.0493,80.2571,12,4,5,53.2,81.7,70.6,85.6,96.3,63.8
13.1493,80.3172,6,3,3,50.1,62.0,61.0,63.7,83.0,61.7
12.9875,80.3143,12,3,3,54.1,62.7,89.7,61.5,85.3,69.1
13.0073,80.3187,1,0,2,66.0,62.0,84.4,77.0,83.0,80.8
13.1306,80.247,5,4,2,86.0,86.1,57.7,51.0,97.4,65.2
13.13,80.2167,8,2,2,81.6,93.8,57.7,51.0,97.2,81.4
13.1103,80.3083,19,1,4,70.8,62.7,57.1,48.6,85.3,98.0
13.1235,80.2403,1,2,3,80.4,89.8,57.1,48.2,98.0,68.6
13.0857,80.1867,17,1,5,71.6,89.6,59.4,58.0,92.0,98.0
13.0129,80.321,15,0,2,62.7,62.0,84.4,77.0,83.0,96.3
13.0364,80.3265,11,4,4,88.5,62.7,74.1,87.9,81.0,76.6
12.9954,80.2433,6,2,2,88.9,89.8,87.3,69.3,98.0,87.2
13.1771,80.1651,6,2,5,59.9,81.3,69.8,84.6,87.1,88.8
13.0958,80.2276,16,0,4,71.0,92.5,57.9,52.0,97.9,98.0
13.0502,80.3107,12,3,5,80.7,62.7,70.6,85.6,85.3,87.6
13.0655,80.3304,10,4,5,91.8,62.7,64.1,73.4,81.0,80.6
13.1868,80.1907,5,1,5,72.1,89.6,73.3,87.6,92.0,98.0
12.9883,80.1634,22,3,3,51.8,76.6,89.7,61.5,84.7,46.3
13.0966,80.3255,13,1,4,76.9,62.7,57.9,52.0,81.0,98.0
13.0765,80.2279,5,2,5,60.3,92.5,61.5,65.5,97.9,83.5
13.1029,80.2584,5,1,4,67.0,81.7,57.9,52.0,96.3,98.0
12.9545,80.3436,1,3,5,53.7,64.8,92.7,49.3,79.5,54.2
13.168,80.1633,21,4,5,61.1,76.6,66.5,79.0,84.7,62.3
13.183,80.2797,19,0,5,83.1,72.2,69.8,84.6,92.6,98.0
13.0913,80.1648,14,3,5,83.1,76.6,59.4,58.0,84.7,87.8
13.1242,80.2251,16,1,3,89.1,92.5,57.1,48.2,97.9,98.0
13.1806,80.3108,7,2,5,61.7,62.7,69.8,84.6,85.3,88.0
13.1268,80.2367,4,3,2,88.7,89.8,57.7,51.0,98.0,54.4
12.9881,80.3494,16,4,3,57.4,68.0,89.7,61.5,78.4,57.7
13.0941,80.2618,19,1,5,62.9,81.7,59.4,58.0,96.3,98.0
13.1017,80.2142,0,1,4,68.9,93.8,57.9,52.0,95.9,85.0
13.056,80.194,21,1,5,77.3,89.6,67.2,80.5,92.0,98.0
13.1341,80.2201,17,3,2,88.5,93.8,57.7,51.0,97.2,73.2
13.1836,80.2245,14,1,5,78.8,93.8,69.8,84.6,97.2,98.0
13.1814,80.1637,4,3,5,64.6,76.6,69.8,84.6,84.7,57.4
13.0627,80.2239,6,2,5,56.5,93.8,67.2,80.5,97.2,83.9
12.9783,80.2428,17,5,4,93.6,89.8,91.4,54.6,98.0,80.5
13.1962,80.2945,5,0,5,67.9,68.1,76.9,87.6,90.3,98.0
13.1597,80.2813,21,2,4,75.1,72.2,63.5,71.6,92.6,92.8
12.9812,80.2918,20,0,4,73.7,68.1,91.4,54.6,90.3,98.0
13.1802,80.1517,4,3,5,60.5,71.9,69.8,84.6,82.5,55.7
13.1675,80.1935,18,1,5,66.6,89.6,66.5,79.0,92.0,98.0
13.0797,80.2823,9,2,5,64.0,72.2,61.5,65.5,92.6,89.5
13.0978,80.2468,14,0,4,68.8,86.1,57.9,52.0,97.4,98.0
13.0498,80.1511,9,5,5,87.8,71.9,70.6,85.6,82.5,83.4
12.9637,80.3109,15,2,5,56.9,62.7,93.0,48.0,85.3,86.0
13.0338,80.3046,11,1,4,78.7,64.8,77.7,87.1,87.8,98.0
13.1507,80.2597,17,3,3,87.4,81.7,61.0,63.7,96.3,82.9
12.9512,80.1633,22,4,5,53.4,76.6,92.7,49.3,84.7,43.7
13.0334,80.3033,0,0,4,73.5,64.8,77.7,87.1,87.8,95.9
13.0495,80.2667,15,3,5,58.5,76.9,70.6,85.6,94.7,72.6
13.0843,80.3064,21,2,5,85.6,62.7,61.5,65.5,85.3,98.0
13.18,80.3003,5,1,5,69.6,64.8,69.8,84.6,87.8,98.0
13.0366,80.3106,2,2,4,81.7,62.7,74.1,87.9,85.3,78.8
13.0367,80.2536,1,4,4,51.9,86.1,74.1,87.9,97.4,41.7
13.1344,80.1781,1,2,2,58.4,85.8,57.7,51.0,89.6,52.8
13.0631,80.2842,12,2,5,58.0,72.2,67.2,80.5,92.6,90.4
13.0062,80.2741,8,0,2,72.5,76.9,84.4,77.0,94.7,98.0
13.0631,80.2985,15,2,5,82.7,64.8,67.2,80.5,87.8,95.4
12.9852,80.184,4,2,3,57.6,85.8,89.7,61.5,89.6,64.4
12.9941,80.189,22,2,3,71.2,89.6,89.7,61.5,92.0,64.2
13.0746,80.3281,20,4,5,93.1,62.7,64.1,73.4,81.0,80.5
13.0547,80.3,6,2,5,80.3,64.8,70.6,85.6,87.8,95.7
13.1787,80.3316,12,2,5,55.3,62.7,69.8,84.6,81.0,84.9
13.0406,80.3017,19,2,4,77.8,64.8,74.1,87.9,87.8,92.3
13.0951,80.2694,23,0,4,69.4,76.9,57.9,52.0,94.7,93.2
13.1081,80.2808,12,1,4,71.0,72.2,57.1,48.6,92.6,98.0
12.9533,80.3278,6,3,5,56.3,62.7,92.7,49.3,81.0,73.4
13.1159,80.2658,9,2,3,81.8,76.9,57.1,48.2,94.7,89.3
12.9945,80.2765,14,1,3,82.2,72.2,89.7,61.5,92.6,98.0
13.1903,80.1813,20,1,5,68.4,85.8,73.3,87.6,89.6,98.0
12.9872,80.2448,5,3,3,87.4,89.8,89.7,61.5,98.0,82.7
13.0537,80.2933,4,1,5,75.8,68.1,70.6,85.6,90.3,88.5
12.9713,80.2042,22,0,5,66.3,92.3,92.6,49.9,94.2,98.0
13.1992,80.1905,1,1,5,67.9,89.6,76.9,87.6,92.0,87.9
13.0755,80.2128,20,1,5,65.3,93.8,61.5,65.5,95.9,98.0
13.0988,80.1983,14,1,4,68.1,92.3,57.9,52.0,94.2,98.0
12.9668,80.193,15,1,5,59.8,89.6,92.6,49.9,92.0,98.0
13.1375,80.235,18,4,2,86.8,92.5,59.0,56.4,97.9,62.0
13.0025,80.3316,8,2,2,61.3,62.7,87.3,69.3,81.0,75.3
13.1745,80.2514,21,4,5,96.5,86.1,66.5,79.0,97.4,80.7
13.0013,80.1876,18,0,2,71.4,89.6,87.3,69.3,92.0,98.0
12.9977,80.1654,6,2,2,63.8,81.3,87.3,69.3,87.1,72.9
12.9591,80.2892,3,0,5,72.7,68.1,93.0,48.0,90.3,98.0
13.068,80.2266,2,4,5,52.5,92.5,64.1,73.4,97.9,43.8
13.0912,80.3144,23,1,5,78.9,62.7,59.4,58.0,85.3,91.3
12.9664,80.2819,19,2,5,76.4,72.2,92.6,49.9,92.6,96.4
13.1439,80.3092,10,2,2,64.5,62.7,59.0,56.4,85.3,73.9
13.0633,80.2044,0,1,5,76.3,92.3,67.2,80.5,94.2,87.3
13.0811,80.2885,5,0,5,72.9,68.1,61.5,65.5,90.3,98.0
13.0602,80.2028,10,1,5,77.0,92.3,67.2,80.5,94.2,98.0
13.0502,80.3378,0,4,5,88.4,64.8,70.6,85.6,79.5,64.7
13.0899,80.2773,20,1,5,67.4,72.2,59.4,58.0,92.6,98.0
12.9888,80.2149,6,1,3,73.8,93.8,89.7,61.5,95.9,97.5
12.9955,80.2039,5,1,2,67.6,92.3,87.3,69.3,94.2,92.0
13.1654,80.1882,13,1,5,66.0,89.6,66.5,79.0,92.0,98.0
13.1865,80.2889,1,1,5,73.8,68.1,73.3,87.6,90.3,88.3
13.0433,80.1937,3,1,4,80.8,89.6,74.1,87.9,92.0,89.6
13.0177,80.2691,10,1,3,67.7,76.9,81.2,83.2,94.7,94.2
13.111,80.2029,14,0,4,74.3,92.3,57.1,48.6,94.2,98.0
13.0522,80.2824,17,2,5,64.8,72.2,70.6,85.6,92.6,90.1
12.9563,80.313,0,2,5,61.2,62.7,93.0,48.0,85.3,66.1
12.989,80.3056,2,3,3,63.3,62.7,89.7,61.5,85.3,49.6
13.129,80.3022,2,1,2,68.4,64.8,57.7,51.0,87.8,70.2
13.1147,80.1875,6,1,4,75.4,89.6,57.1,48.6,92.0,98.0
12.9568,80.1677,0,3,5,58.0,81.3,93.0,48.0,87.1,57.2
13.0055,80.2898,10,1,2,72.9,68.1,84.4,77.0,90.3,89.8
13.0078,80.2237,5,0,2,77.1,93.8,84.4,77.0,97.2,98.0
13.118,80.2365,19,3,3,82.0,89.8,57.1,48.2,98.0,79.0
12.9549,80.1562,2,3,5,55.4,76.6,92.7,49.3,84.7,54.0
12.976,80.2019,18,1,4,75.6,92.3,91.4,54.6,94.2,98.0
13.15,80.1567,1,4,3,56.4,76.6,61.0,63.7,84.7,32.1
12.9946,80.3258,17,4,3,53.6,62.7,89.7,61.5,81.0,54.0
13.1132,80.1987,11,0,4,75.4,92.3,57.1,48.6,94.2,98.0
13.0095,80.2615,9,1,2,76.4,81.7,84.4,77.0,96.3,89.8
12.9749,80.1578,4,4,5,46.8,76.6,92.6,49.9,84.7,42.1
13.0108,80.2834,8,1,2,69.3,72.2,84.4,77.0,92.6,88.9
13.1306,80.2146,1,1,2,79.1,93.8,57.7,51.0,95.9,73.1
13.1639,80.3296,1,5,4,56.5,62.7,63.5,71.6,81.0,43.4
13.1576,80.3276,5,4,4,47.0,62.7,63.5,71.6,81.0,56.8
13.0493,80.2151,9,3,5,52.0,93.8,70.6,85.6,97.2,72.8
13.117,80.3302,17,2,3,63.4,62.7,57.1,48.2,81.0,78.8
13.0012,80.3492,11,2,2,63.7,68.0,87.3,69.3,78.4,71.1
13.0233,80.3151,3,0,3,77.6,62.0,81.2,83.2,83.0,90.7
13.1741,80.319,21,3,5,57.6,62.0,66.5,79.0,83.0,74.2
12.9533,80.1998,20,0,5,68.0,92.3,92.7,49.3,94.2,98.0
12.9714,80.2653,16,3,5,89.2,76.9,92.6,49.9,94.7,89.8
13.002,80.1635,14,2,2,64.1,76.6,87.3,69.3,84.7,73.5
12.9566,80.169,5,4,5,54.4,81.3,93.0,48.0,87.1,59.5
12.9954,80.3498,15,1,2,61.5,68.0,87.3,69.3,78.4,84.6
13.0958,80.2153,16,1,4,75.5,93.8,57.9,52.0,97.2,98.0
13.0554,80.2996,2,1,5,84.1,64.8,67.2,80.5,87.8,91.9
13.1732,80.3113,9,3,5,59.1,62.7,66.5,79.0,85.3,76.1
13.1544,80.3216,4,3,3,53.7,62.0,61.0,63.7,83.0,44.2
13.0355,80.3495,13,3,4,85.4,68.0,74.1,87.9,78.4,86.4
13.0149,80.1983,20,0,2,76.8,92.3,84.4,77.0,94.2,98.0
13.0449,80.1581,12,4,4,92.2,76.6,74.1,87.9,84.7,76.5
13.0976,80.2322,5,0,4,64.6,92.5,57.9,52.0,97.9,98.0
13.017,80.176,11,1,3,76.6,85.8,81.2,83.2,89.6,98.0
13.106,80.1545,7,0,4,70.6,71.9,57.1,48.6,82.5,98.0
13.0524,80.2221,4,3,5,60.6,93.8,70.6,85.6,97.2,57.0
13.088,80.3067,14,1,5,80.1,62.7,59.4,58.0,85.3,98.0
13.059,80.2632,15,4,5,50.5,81.7,67.2,80.5,96.3,60.1
13.0236,80.2126,0,0,3,69.8,93.8,81.2,83.2,95.9,85.7
13.1871,80.2809,15,1,5,73.7,72.2,73.3,87.6,92.6,98.0
13.1409,80.1964,4,0,2,71.9,92.3,59.0,56.4,94.2,84.3
12.985,80.1529,2,4,3,53.9,71.9,89.7,61.5,82.5,38.5
13.1671,80.3029,19,1,5,62.0,64.8,66.5,79.0,87.8,98.0
13.0719,80.2747,14,3,5,60.6,76.9,64.1,73.4,94.7,72.5
13.1736,80.3025,12,1,5,74.5,64.8,66.5,79.0,87.8,98.0
13.15,80.1578,23,5,3,47.6,76.6,61.0,63.7,84.7,31.2
13.0563,80.3174,15,3,5,90.4,62.0,67.2,80.5,83.0,90.9
12.9556,80.2739,22,3,5,85.6,76.9,93.0,48.0,94.7,69.9
13.0172,80.2627,10,0,3,70.7,81.7,81.2,83.2,96.3,98.0
13.0854,80.2749,20,2,5,59.1,76.9,59.4,58.0,94.7,88.5
13.1084,80.3229,1,0,4,61.5,62.0,57.1,48.6,83.0,93.9
13.0145,80.2674,21,1,2,71.6,76.9,84.4,77.0,94.7,90.7
12.9848,80.2662,5,2,4,89.4,76.9,91.4,54.6,94.7,97.0
13.1587,80.3481,5,4,4,57.3,68.0,63.5,71.6,78.4,59.9
13.1961,80.3013,13,0,5,78.6,64.8,76.9,87.6,87.8,98.0
13.0814,80.2385,10,4,5,52.9,89.8,61.5,65.5,98.0,63.4
12.9929,80.2915,7,0,3,70.8,68.1,89.7,61.5,90.3,98.0
13.0181,80.2278,7,1,3,67.4,92.5,81.2,83.2,97.9,94.2
12.9546,80.1958,0,0,5,75.8,92.3,92.7,49.3,94.2,95.6
13.1786,80.2694,20,2,5,79.1,76.9,69.8,84.6,94.7,97.6
12.9794,80.3356,6,4,4,52.2,64.8,91.4,54.6,79.5,60.8
13.0941,80.3358,5,3,5,82.6,64.8,59.4,58.0,79.5,86.7
13.0185,80.2184,20,0,3,71.4,93.8,81.2,83.2,97.2,98.0
13.0885,80.2555,7,2,5,61.3,81.7,59.4,58.0,96.3,88.9
13.1129,80.1923,18,0,4,68.7,89.6,57.1,48.6,92.0,98.0
13.1574,80.3491,21,4,4,52.6,68.0,63.5,71.6,78.4,61.9
13.0016,80.3462,20,1,2,52.7,68.0,87.3,69.3,78.4,84.0
12.9527,80.2799,23,2,5,77.9,72.2,92.7,49.3,92.6,75.5
12.9842,80.3109,19,2,4,59.6,62.7,91.4,54.6,85.3,85.2
13.175,80.293,7,1,5,73.8,68.1,69.8,84.6,90.3,98.0
13.1685,80.2686,13,2,5,86.9,76.9,66.5,79.0,94.7,98.0
13.0994,80.1607,17,1,4,77.8,76.6,57.9,52.0,84.7,98.0
13.1001,80.241,15,0,4,65.7,89.8,57.9,52.0,98.0,98.0
13.1163,80.285,8,1,3,74.7,72.2,57.1,48.2,92.6,94.7
12.9938,80.2855,14,0,3,75.6,68.1,89.7,61.5,90.3,98.0
13.1786,80.2246,9,2,5,76.3,93.8,69.8,84.6,97.2,95.6
13.0547,80.3383,21,4,5,93.2,64.8,70.6,85.6,79.5,81.4
13.0458,80.1835,15,3,5,87.2,85.8,70.6,85.6,89.6,86.6
13.0797,80.2501,3,3,5,53.2,86.1,61.5,65.5,97.4,54.7
12.9617,80.2882,19,1,5,77.8,68.1,93.0,48.0,90.3,98.0
12.9916,80.2894,12,0,3,75.3,68.1,89.7,61.5,90.3,98.0
13.1345,80.2797,21,2,2,76.4,72.2,57.7,51.0,92.6,80.5
12.9707,80.2051,4,1,5,78.8,93.8,92.6,49.9,95.9,91.1
13.1008,80.1812,21,1,4,78.6,85.8,57.9,52.0,89.6,98.0
13.0113,80.2772,6,0,2,76.9,72.2,84.4,77.0,92.6,98.0
13.0473,80.2699,22,3,5,57.4,76.9,70.6,85.6,94.7,55.6
13.0222,80.1859,8,0,3,74.3,89.6,81.2,83.2,92.0,98.0
13.0389,80.291,7,1,4,74.1,68.1,74.1,87.9,90.3,98.0
13.1298,80.241,15,3,2,88.8,89.8,57.7,51.0,98.0,76.0
13.0243,80.2836,5,1,3,64.5,72.2,81.2,83.2,92.6,97.7
13.0916,80.3175,15,1,5,80.6,62.0,59.4,58.0,83.0,98.0
13.069,80.1839,5,3,5,86.0,85.8,64.1,73.4,89.6,88.5
13.1159,80.1538,13,2,3,60.9,71.9,57.1,48.2,82.5,80.6
13.1842,80.3058,20,2,5,67.3,62.7,69.8,84.6,85.3,90.3
13.1331,80.2719,0,2,2,84.3,76.9,57.7,51.0,94.7,65.6
13.0037,80.2899,8,1,2,77.4,68.1,87.3,69.3,90.3,88.1
12.9578,80.3176,23,3,5,54.6,62.0,93.0,48.0,83.0,54.8
13.0156,80.3106,12,1,3,76.8,62.7,81.2,83.2,85.3,96.3
13.0988,80.3422,18,0,4,70.5,64.8,57.9,52.0,79.5,98.0
12.9629,80.2572,16,4,5,90.7,81.7,93.0,48.0,96.3,82.4
13.0741,80.2477,10,4,5,47.8,86.1,64.1,73.4,97.4,62.0
13.0992,80.2304,7,1,4,75.9,92.5,57.9,52.0,97.9,98.0
13.0336,80.1807,22,1,4,75.3,85.8,77.7,87.1,89.6,87.0
13.1427,80.2645,4,4,2,90.1,81.7,59.0,56.4,96.3,48.0
12.9766,80.2054,9,1,4,77.1,93.8,91.4,54.6,95.9,98.0
12.9688,80.3343,6,5,5,47.0,62.7,92.6,49.9,81.0,57.1
13.132,80.2666,9,2,2,86.3,76.9,57.7,51.0,94.7,80.7
13.0739,80.2686,3,3,5,58.0,76.9,64.1,73.4,94.7,61.4
13.1221,80.221,8,1,3,79.0,93.8,57.1,48.2,97.2,97.9
13.0587,80.1604,13,5,5,93.6,76.6,67.2,80.5,84.7,81.9
13.0116,80.1563,1,0,2,68.6,76.6,84.4,77.0,84.7,82.2
13.1548,80.2347,8,4,3,87.8,92.5,61.0,63.7,97.9,74.2
13.1499,80.1669,20,3,3,53.5,81.3,61.0,63.7,87.1,64.6
13.1237,80.2714,0,2,3,77.3,76.9,57.1,48.2,94.7,71.9
13.018,80.3262,22,0,3,74.9,62.7,81.2,83.2,81.0,91.7
13.0976,80.3266,9,1,4,72.9,62.7,57.9,52.0,81.0,98.0
13.0402,80.2818,9,1,4,68.2,72.2,74.1,87.9,92.6,98.0
12.9729,80.1922,19,2,5,61.6,89.6,92.6,49.9,92.0,87.8
13.1793,80.3226,21,1,5,64.7,62.0,69.8,84.6,83.0,98.0
12.9842,80.3272,2,5,4,51.2,62.7,91.4,54.6,81.0,40.8
13.1876,80.1893,5,0,5,65.0,89.6,73.3,87.6,92.0,98.0
13.0615,80.2975,5,2,5,80.5,64.8,67.2,80.5,87.8,95.9
12.9963,80.2073,20,0,2,78.9,93.8,87.3,69.3,95.9,98.0
13.0855,80.3105,1,2,5,81.2,62.7,59.4,58.0,85.3,81.7
13.1682,80.3494,17,2,5,57.3,68.0,66.5,79.0,78.4,86.7
13.1331,80.156,22,4,2,53.5,76.6,57.7,51.0,84.7,33.1
13.1516,80.3295,1,4,3,56.3,62.7,61.0,63.7,81.0,34.5
13.1147,80.2745,11,1,4,75.7,76.9,57.1,48.6,94.7,98.0
13.1231,80.3447,21,2,3,60.7,64.8,57.1,48.2,79.5,78.0
13.1623,80.243,4,5,4,94.9,89.8,63.5,71.6,98.0,61.8
13.0124,80.3195,19,0,2,69.1,62.0,84.4,77.0,83.0,98.0
13.0724,80.1625,6,5,5,87.3,76.6,64.1,73.4,84.7,81.0
13.0053,80.2171,23,0,2,77.2,93.8,84.4,77.0,97.2,84.4
13.1969,80.1634,15,1,5,80.3,76.6,76.9,87.6,84.7,98.0
13.186,80.3451,19,0,5,65.7,68.0,73.3,87.6,78.4,98.0
12.9599,80.3134,0,3,5,58.6,62.7,93.0,48.0,85.3,58.1
13.1264,80.3205,0,2,2,55.0,62.0,57.7,51.0,83.0,54.4
13.1813,80.3376,16,3,5,67.2,64.8,69.8,84.6,79.5,77.0
12.9951,80.167,0,1,2,66.0,81.3,87.3,69.3,87.1,65.6
13.092,80.2271,20,2,5,65.8,92.5,59.4,58.0,97.9,90.3
13.1789,80.1642,19,2,5,63.9,76.6,69.8,84.6,84.7,88.0
12.9585,80.1922,12,2,5,55.8,89.6,93.0,48.0,92.0,87.2
13.1244,80.1959,8,0,3,70.0,92.3,57.1,48.2,94.2,98.0
13.0243,80.2438,14,1,3,68.7,89.8,81.2,83.2,98.0,93.7
13.1811,80.2037,2,0,5,69.4,92.3,69.8,84.6,94.2,96.1
13.1928,80.1702,13,1,5,66.7,81.3,73.3,87.6,87.1,98.0
13.1861,80.1835,22,0,5,67.7,85.8,73.3,87.6,89.6,95.9
13.0686,80.1795,10,3,5,84.2,85.8,64.1,73.4,89.6,88.7
13.1655,80.3446,23,3,5,56.9,64.8,66.5,79.0,79.5,50.9
13.1611,80.3019,21,2,4,68.1,64.8,63.5,71.6,87.8,90.2
13.0298,80.3436,11,2,4,79.6,64.8,77.7,87.1,79.5,94.6
13.1572,80.2379,12,5,4,90.9,89.8,63.5,71.6,98.0,78.0
12.9593,80.2057,12,1,5,79.5,93.8,93.0,48.0,95.9,98.0
13.0991,80.3097,0,1,4,71.1,62.7,57.9,52.0,85.3,87.6
13.0075,80.2153,23,0,2,71.7,93.8,84.4,77.0,97.2,85.8
12.9801,80.2099,9,2,4,79.9,93.8,91.4,54.6,95.9,92.0
12.9692,80.1965,2,0,5,73.6,92.3,92.6,49.9,94.2,98.0
13.1241,80.1759,23,2,3,63.4,85.8,57.1,48.2,89.6,63.1
13.035,80.2013,3,0,4,73.6,92.3,77.7,87.1,94.2,97.4
13.1312,80.2211,15,3,2,86.3,93.8,57.7,51.0,97.2,73.1
12.9663,80.2848,7,1,5,75.5,72.2,92.6,49.9,92.6,98.0
13.0288,80.1625,15,3,4,91.6,76.6,77.7,87.1,84.7,87.3
13.0849,80.1921,16,1,5,85.1,89.6,61.5,65.5,92.0,98.0
13.1477,80.3118,18,3,3,58.6,62.7,61.0,63.7,85.3,66.5
13.0297,80.1794,21,1,4,79.0,85.8,77.7,87.1,89.6,98.0
13.1065,80.2185,14,1,4,74.5,93.8,57.1,48.6,97.2,98.0
13.1715,80.3229,15,2,5,55.7,62.0,66.5,79.0,83.0,86.2
13.104,80.181,14,1,4,77.0,85.8,57.9,52.0,89.6,98.0
